[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                      
{'loss': 0.0, 'grad_norm': 0.6396470069885254, 'learning_rate': 1.0000000000000002e-06, 'num_tokens': 20774.0, 'completions/mean_length': 155.775, 'completions/min_length': 80.2, 'completions/max_length': 290.8, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 151.175, 'completions/min_terminated_length': 80.2, 'completions/max_terminated_length': 240.4, 'rewards/correctness_reward_func/mean': 0.35, 'rewards/correctness_reward_func/std': 0.39642446041107177, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09331300854682922, 'reward': 0.81875, 'reward_std': 0.3698976397514343, 'frac_reward_zero_std': 0.5, 'kl': 0.0004816351251065498, 'entropy': 0.600670313462615, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.02}
{'loss': 0.0, 'grad_norm': 1.0772228240966797, 'learning_rate': 4.1521739130434786e-06, 'num_tokens': 213628.0, 'completions/mean_length': 102.0, 'completions/min_length': 42.8, 'completions/max_length': 221.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 102.0, 'completions/min_terminated_length': 42.8, 'completions/max_terminated_length': 221.4, 'rewards/correctness_reward_func/mean': 0.625, 'rewards/correctness_reward_func/std': 0.8527305841445922, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.12446779310703278, 'reward': 1.08125, 'reward_std': 0.6284974336624145, 'frac_reward_zero_std': 0.2, 'kl': 0.0007083746778334899, 'entropy': 0.6767936049029231, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.24}
{'loss': 0.0, 'grad_norm': 0.006656214594841003, 'learning_rate': 4.0434782608695655e-06, 'num_tokens': 234671.0, 'completions/mean_length': 160.2375, 'completions/min_length': 85.4, 'completions/max_length': 287.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 160.2375, 'completions/min_terminated_length': 85.4, 'completions/max_terminated_length': 287.8, 'rewards/correctness_reward_func/mean': 0.225, 'rewards/correctness_reward_func/std': 0.5281114459037781, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09472136199474335, 'reward': 0.6875, 'reward_std': 0.46622179746627807, 'frac_reward_zero_std': 0.3, 'kl': 0.0005761919812357519, 'entropy': 0.549666766449809, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.26}
{'loss': 0.0, 'grad_norm': 0.6001688838005066, 'learning_rate': 3.9347826086956525e-06, 'num_tokens': 252556.0, 'completions/mean_length': 139.9625, 'completions/min_length': 77.2, 'completions/max_length': 266.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 139.9625, 'completions/min_terminated_length': 77.2, 'completions/max_terminated_length': 266.6, 'rewards/correctness_reward_func/mean': 0.35, 'rewards/correctness_reward_func/std': 0.6281114459037781, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.825, 'reward_std': 0.5095858976244927, 'frac_reward_zero_std': 0.2, 'kl': 0.000548176122993027, 'entropy': 0.5692953089252114, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.28}
{'loss': 0.0, 'grad_norm': 0.9224717020988464, 'learning_rate': 3.8260869565217395e-06, 'num_tokens': 271569.0, 'completions/mean_length': 132.6625, 'completions/min_length': 52.8, 'completions/max_length': 238.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 132.6625, 'completions/min_terminated_length': 52.8, 'completions/max_terminated_length': 238.8, 'rewards/correctness_reward_func/mean': 0.375, 'rewards/correctness_reward_func/std': 0.5065591096878052, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.85, 'reward_std': 0.4675095558166504, 'frac_reward_zero_std': 0.4, 'kl': 0.0006699644825857831, 'entropy': 0.642357112839818, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.3}
{'loss': 0.0, 'grad_norm': 0.4006139636039734, 'learning_rate': 3.7173913043478264e-06, 'num_tokens': 291245.0, 'completions/mean_length': 151.95, 'completions/min_length': 62.2, 'completions/max_length': 301.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 151.95, 'completions/min_terminated_length': 62.2, 'completions/max_terminated_length': 301.6, 'rewards/correctness_reward_func/mean': 0.55, 'rewards/correctness_reward_func/std': 0.8500086665153503, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.10387786626815795, 'reward': 1.00625, 'reward_std': 0.5590089857578278, 'frac_reward_zero_std': 0.2, 'kl': 0.0005883047944735154, 'entropy': 0.6289560845121741, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.32}
{'loss': 0.0, 'grad_norm': 0.7631011009216309, 'learning_rate': 3.6086956521739134e-06, 'num_tokens': 310523.0, 'completions/mean_length': 147.575, 'completions/min_length': 75.2, 'completions/max_length': 260.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 147.575, 'completions/min_terminated_length': 75.2, 'completions/max_terminated_length': 260.0, 'rewards/correctness_reward_func/mean': 0.375, 'rewards/correctness_reward_func/std': 0.7521374821662903, 'rewards/format_reward_func/mean': 0.4375, 'rewards/format_reward_func/std': 0.13818264603614808, 'reward': 0.8125, 'reward_std': 0.635525107383728, 'frac_reward_zero_std': 0.2, 'kl': 0.0005916824622545392, 'entropy': 0.5350623982027173, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.34}
{'loss': 0.0, 'grad_norm': 0.8004050254821777, 'learning_rate': 3.5e-06, 'num_tokens': 331186.0, 'completions/mean_length': 155.0875, 'completions/min_length': 64.4, 'completions/max_length': 273.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 155.0875, 'completions/min_terminated_length': 64.4, 'completions/max_terminated_length': 273.4, 'rewards/correctness_reward_func/mean': 0.3, 'rewards/correctness_reward_func/std': 0.6732520341873169, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09031128883361816, 'reward': 0.76875, 'reward_std': 0.6315344512462616, 'frac_reward_zero_std': 0.1, 'kl': 0.0006524852697111783, 'entropy': 0.6290455255657434, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.36}
{'loss': 0.0, 'grad_norm': 0.6302875280380249, 'learning_rate': 3.391304347826087e-06, 'num_tokens': 350551.0, 'completions/mean_length': 141.4625, 'completions/min_length': 67.6, 'completions/max_length': 246.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 141.4625, 'completions/min_terminated_length': 67.6, 'completions/max_terminated_length': 246.6, 'rewards/correctness_reward_func/mean': 0.4, 'rewards/correctness_reward_func/std': 0.620450496673584, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09031128883361816, 'reward': 0.86875, 'reward_std': 0.6598540544509888, 'frac_reward_zero_std': 0.0, 'kl': 0.000643045012930088, 'entropy': 0.6138002388179302, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.38}
{'loss': 0.0, 'grad_norm': 0.6840888261795044, 'learning_rate': 3.2826086956521743e-06, 'num_tokens': 369172.0, 'completions/mean_length': 135.3625, 'completions/min_length': 74.4, 'completions/max_length': 272.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 126.48392944335937, 'completions/min_terminated_length': 74.4, 'completions/max_terminated_length': 211.0, 'rewards/correctness_reward_func/mean': 0.575, 'rewards/correctness_reward_func/std': 0.8684154152870178, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09472136199474335, 'reward': 1.0375, 'reward_std': 0.6480856716632843, 'frac_reward_zero_std': 0.2, 'kl': 0.0005440383871246013, 'entropy': 0.457899434119463, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.4}
{'loss': 0.0, 'grad_norm': 0.6000162363052368, 'learning_rate': 3.1739130434782613e-06, 'num_tokens': 388343.0, 'completions/mean_length': 140.3375, 'completions/min_length': 61.4, 'completions/max_length': 290.4, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 136.3383361816406, 'completions/min_terminated_length': 61.4, 'completions/max_terminated_length': 245.0, 'rewards/correctness_reward_func/mean': 0.6, 'rewards/correctness_reward_func/std': 0.8500086665153503, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.11531128883361816, 'reward': 1.0625, 'reward_std': 0.7460047841072083, 'frac_reward_zero_std': 0.1, 'kl': 0.0005746961787735927, 'entropy': 0.6003788501024246, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.42}
{'loss': 0.0, 'grad_norm': 0.9606449604034424, 'learning_rate': 3.0652173913043482e-06, 'num_tokens': 406380.0, 'completions/mean_length': 130.1625, 'completions/min_length': 62.8, 'completions/max_length': 256.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 130.1625, 'completions/min_terminated_length': 62.8, 'completions/max_terminated_length': 256.2, 'rewards/correctness_reward_func/mean': 0.325, 'rewards/correctness_reward_func/std': 0.7139757394790649, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09031128883361816, 'reward': 0.79375, 'reward_std': 0.5830001652240753, 'frac_reward_zero_std': 0.1, 'kl': 0.0005644472420954117, 'entropy': 0.532178707048297, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.44}
{'loss': 0.0, 'grad_norm': 0.9254468083381653, 'learning_rate': 2.956521739130435e-06, 'num_tokens': 421437.0, 'completions/mean_length': 104.0125, 'completions/min_length': 56.8, 'completions/max_length': 178.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 104.0125, 'completions/min_terminated_length': 56.8, 'completions/max_terminated_length': 178.6, 'rewards/correctness_reward_func/mean': 0.85, 'rewards/correctness_reward_func/std': 0.8205348491668701, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 1.325, 'reward_std': 0.6740686953067779, 'frac_reward_zero_std': 0.2, 'kl': 0.0004626313704648055, 'entropy': 0.4917751969769597, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.46}
{'loss': 0.0, 'grad_norm': 1.0980151891708374, 'learning_rate': 2.847826086956522e-06, 'num_tokens': 438770.0, 'completions/mean_length': 122.7625, 'completions/min_length': 67.0, 'completions/max_length': 214.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 122.7625, 'completions/min_terminated_length': 67.0, 'completions/max_terminated_length': 214.2, 'rewards/correctness_reward_func/mean': 0.525, 'rewards/correctness_reward_func/std': 0.7481241583824157, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09946779310703277, 'reward': 0.9875, 'reward_std': 0.6997495412826538, 'frac_reward_zero_std': 0.2, 'kl': 0.0005419455227638536, 'entropy': 0.5533964954316616, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.48}
{'loss': 0.0, 'grad_norm': 1.0622761249542236, 'learning_rate': 2.7391304347826087e-06, 'num_tokens': 455739.0, 'completions/mean_length': 125.2125, 'completions/min_length': 55.6, 'completions/max_length': 269.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 125.2125, 'completions/min_terminated_length': 55.6, 'completions/max_terminated_length': 269.4, 'rewards/correctness_reward_func/mean': 0.6, 'rewards/correctness_reward_func/std': 0.8816956520080567, 'rewards/format_reward_func/mean': 0.43125, 'rewards/format_reward_func/std': 0.14733915030956268, 'reward': 1.03125, 'reward_std': 0.700957465171814, 'frac_reward_zero_std': 0.0, 'kl': 0.0005805171514111862, 'entropy': 0.5368770467117429, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.5}
{'loss': 0.0, 'grad_norm': 0.7554276585578918, 'learning_rate': 2.6304347826086957e-06, 'num_tokens': 474647.0, 'completions/mean_length': 134.05, 'completions/min_length': 63.2, 'completions/max_length': 282.2, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 129.28250122070312, 'completions/min_terminated_length': 63.2, 'completions/max_terminated_length': 218.2, 'rewards/correctness_reward_func/mean': 0.475, 'rewards/correctness_reward_func/std': 0.7365550637245178, 'rewards/format_reward_func/mean': 0.45, 'rewards/format_reward_func/std': 0.1336242973804474, 'reward': 0.925, 'reward_std': 0.747573570907116, 'frac_reward_zero_std': 0.1, 'kl': 0.0005467992002650135, 'entropy': 0.5505031129345298, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.52}
{'loss': 0.0, 'grad_norm': 1.0781058073043823, 'learning_rate': 2.5217391304347826e-06, 'num_tokens': 493570.0, 'completions/mean_length': 143.4375, 'completions/min_length': 58.4, 'completions/max_length': 303.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 143.4375, 'completions/min_terminated_length': 58.4, 'completions/max_terminated_length': 303.4, 'rewards/correctness_reward_func/mean': 0.525, 'rewards/correctness_reward_func/std': 0.7065591096878052, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09946779310703277, 'reward': 0.9875, 'reward_std': 0.6015599727630615, 'frac_reward_zero_std': 0.2, 'kl': 0.0005660971195538877, 'entropy': 0.6234185874462128, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.54}
{'loss': 0.0, 'grad_norm': 0.7384891510009766, 'learning_rate': 2.4130434782608696e-06, 'num_tokens': 511756.0, 'completions/mean_length': 134.225, 'completions/min_length': 75.2, 'completions/max_length': 264.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 134.225, 'completions/min_terminated_length': 75.2, 'completions/max_terminated_length': 264.8, 'rewards/correctness_reward_func/mean': 0.425, 'rewards/correctness_reward_func/std': 0.7696764945983887, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.06531128883361817, 'reward': 0.9, 'reward_std': 0.6781255424022674, 'frac_reward_zero_std': 0.2, 'kl': 0.0006698203667838242, 'entropy': 0.5997333073988557, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.56}
