[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                         
{'loss': 0.0, 'grad_norm': 0.8383814692497253, 'learning_rate': 5.000000000000001e-07, 'num_tokens': 21593.0, 'completions/mean_length': 166.0125, 'completions/min_length': 90.4, 'completions/max_length': 310.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 166.0125, 'completions/min_terminated_length': 90.4, 'completions/max_terminated_length': 310.8, 'rewards/correctness_reward_func/mean': 0.45, 'rewards/correctness_reward_func/std': 0.2612451553344727, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.10387786626815795, 'reward': 0.90625, 'reward_std': 0.31830228865146637, 'frac_reward_zero_std': 0.3, 'kl': 0.0003359658752742689, 'entropy': 0.5712090840563178, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.02}
{'loss': 0.0001, 'grad_norm': 1.6367881298065186, 'learning_rate': 4.9344063298983345e-06, 'num_tokens': 216033.0, 'completions/mean_length': 107.2625, 'completions/min_length': 58.8, 'completions/max_length': 184.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 107.2625, 'completions/min_terminated_length': 58.8, 'completions/max_terminated_length': 184.8, 'rewards/correctness_reward_func/mean': 0.6412500023841858, 'rewards/correctness_reward_func/std': 0.9132434844970703, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.10915650427341461, 'reward': 1.109999990463257, 'reward_std': 0.737028181552887, 'frac_reward_zero_std': 0.1, 'kl': 0.0007596741700581333, 'entropy': 0.6257867820560932, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.24}
{'loss': 0.0, 'grad_norm': 0.27149975299835205, 'learning_rate': 4.895614572772916e-06, 'num_tokens': 236799.0, 'completions/mean_length': 156.775, 'completions/min_length': 62.8, 'completions/max_length': 346.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 156.775, 'completions/min_terminated_length': 62.8, 'completions/max_terminated_length': 346.8, 'rewards/correctness_reward_func/mean': 0.07249999940395355, 'rewards/correctness_reward_func/std': 0.22662601470947266, 'rewards/format_reward_func/mean': 0.475, 'rewards/format_reward_func/std': 0.08415650427341462, 'reward': 0.5475000023841858, 'reward_std': 0.24980227649211884, 'frac_reward_zero_std': 0.5, 'kl': 0.0006044517195732624, 'entropy': 0.5594172028824687, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.26}
{'loss': 0.0001, 'grad_norm': 1.0833990573883057, 'learning_rate': 4.8480814778677885e-06, 'num_tokens': 253418.0, 'completions/mean_length': 124.1375, 'completions/min_length': 60.0, 'completions/max_length': 266.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 124.1375, 'completions/min_terminated_length': 60.0, 'completions/max_terminated_length': 266.0, 'rewards/correctness_reward_func/mean': 0.45, 'rewards/correctness_reward_func/std': 0.6959157109260559, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 0.93125, 'reward_std': 0.3446395009756088, 'frac_reward_zero_std': 0.5, 'kl': 0.0007154715371143538, 'entropy': 0.5760319961234928, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.28}
{'loss': 0.0001, 'grad_norm': 0.9760501980781555, 'learning_rate': 4.791980488291457e-06, 'num_tokens': 272303.0, 'completions/mean_length': 131.0625, 'completions/min_length': 59.4, 'completions/max_length': 253.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 131.0625, 'completions/min_terminated_length': 59.4, 'completions/max_terminated_length': 253.0, 'rewards/correctness_reward_func/mean': 0.4150000035762787, 'rewards/correctness_reward_func/std': 0.75012047290802, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.05, 'reward': 0.9024999856948852, 'reward_std': 0.6551782846450805, 'frac_reward_zero_std': 0.1, 'kl': 0.0007673638022424711, 'entropy': 0.5870238699018955, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.3}
{'loss': 0.0001, 'grad_norm': 0.7314344644546509, 'learning_rate': 4.72751631047092e-06, 'num_tokens': 290864.0, 'completions/mean_length': 138.0125, 'completions/min_length': 60.4, 'completions/max_length': 274.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 138.0125, 'completions/min_terminated_length': 60.4, 'completions/max_terminated_length': 274.2, 'rewards/correctness_reward_func/mean': 0.5462499976158142, 'rewards/correctness_reward_func/std': 0.8432342290878296, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 1.0274999976158141, 'reward_std': 0.6146965742111206, 'frac_reward_zero_std': 0.1, 'kl': 0.0006558589499036316, 'entropy': 0.5784061793237925, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.32}
{'loss': 0.0001, 'grad_norm': 0.6070120930671692, 'learning_rate': 4.654924167200124e-06, 'num_tokens': 310441.0, 'completions/mean_length': 151.3125, 'completions/min_length': 71.2, 'completions/max_length': 326.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 142.97250366210938, 'completions/min_terminated_length': 71.2, 'completions/max_terminated_length': 255.2, 'rewards/correctness_reward_func/mean': 0.37125000953674314, 'rewards/correctness_reward_func/std': 0.5585651636123657, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09031128883361816, 'reward': 0.8400000095367431, 'reward_std': 0.5748818680644036, 'frac_reward_zero_std': 0.1, 'kl': 0.0006864641707579721, 'entropy': 0.5671127136796713, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.34}
{'loss': 0.0001, 'grad_norm': 1.923732042312622, 'learning_rate': 4.574468939337488e-06, 'num_tokens': 330567.0, 'completions/mean_length': 148.375, 'completions/min_length': 63.0, 'completions/max_length': 275.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 148.375, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 275.0, 'rewards/correctness_reward_func/mean': 0.1675000011920929, 'rewards/correctness_reward_func/std': 0.4546424984931946, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09331300854682922, 'reward': 0.6362500071525574, 'reward_std': 0.3777241915464401, 'frac_reward_zero_std': 0.2, 'kl': 0.0007458190312718216, 'entropy': 0.622193886898458, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.36}
{'loss': 0.0001, 'grad_norm': 0.4355444610118866, 'learning_rate': 4.486444199284386e-06, 'num_tokens': 350072.0, 'completions/mean_length': 143.2125, 'completions/min_length': 60.6, 'completions/max_length': 306.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 135.5625030517578, 'completions/min_terminated_length': 60.6, 'completions/max_terminated_length': 270.0, 'rewards/correctness_reward_func/mean': 0.4487499952316284, 'rewards/correctness_reward_func/std': 0.5568311929702758, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09472136199474335, 'reward': 0.9112499952316284, 'reward_std': 0.5157485857605935, 'frac_reward_zero_std': 0.2, 'kl': 0.0006384230806361302, 'entropy': 0.5261486100032926, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.38}
{'loss': 0.0001, 'grad_norm': 0.4947945773601532, 'learning_rate': 4.3911711397712845e-06, 'num_tokens': 369039.0, 'completions/mean_length': 139.6875, 'completions/min_length': 84.2, 'completions/max_length': 257.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 139.6875, 'completions/min_terminated_length': 84.2, 'completions/max_terminated_length': 257.4, 'rewards/correctness_reward_func/mean': 0.6112500011920929, 'rewards/correctness_reward_func/std': 0.9290257215499877, 'rewards/format_reward_func/mean': 0.4875, 'rewards/format_reward_func/std': 0.034156504273414615, 'reward': 1.0987499952316284, 'reward_std': 0.5809262275695801, 'frac_reward_zero_std': 0.3, 'kl': 0.0006827677530964138, 'entropy': 0.4775198381394148, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.4}
{'loss': 0.0001, 'grad_norm': 0.6122025847434998, 'learning_rate': 4.288997401860303e-06, 'num_tokens': 387695.0, 'completions/mean_length': 133.9, 'completions/min_length': 52.2, 'completions/max_length': 253.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 133.9, 'completions/min_terminated_length': 52.2, 'completions/max_terminated_length': 253.0, 'rewards/correctness_reward_func/mean': 0.43875001072883607, 'rewards/correctness_reward_func/std': 0.8204404830932617, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.11972136199474334, 'reward': 0.8950000047683716, 'reward_std': 0.7350340962409974, 'frac_reward_zero_std': 0.1, 'kl': 0.0008477678338749683, 'entropy': 0.5298853406682611, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.42}
{'loss': 0.0001, 'grad_norm': 0.8231234550476074, 'learning_rate': 4.1802958064406814e-06, 'num_tokens': 405121.0, 'completions/mean_length': 122.525, 'completions/min_length': 59.2, 'completions/max_length': 240.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 122.525, 'completions/min_terminated_length': 59.2, 'completions/max_terminated_length': 240.8, 'rewards/correctness_reward_func/mean': 0.5474999994039536, 'rewards/correctness_reward_func/std': 0.8280445456504821, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 1.0412500023841857, 'reward_std': 0.7074886441230774, 'frac_reward_zero_std': 0.1, 'kl': 0.0007153101143103413, 'entropy': 0.4604136222973466, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.44}
{'loss': 0.0, 'grad_norm': 1.0669310092926025, 'learning_rate': 4.065462993845785e-06, 'num_tokens': 419551.0, 'completions/mean_length': 96.175, 'completions/min_length': 55.0, 'completions/max_length': 181.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 96.175, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 181.8, 'rewards/correctness_reward_func/mean': 0.6974999904632568, 'rewards/correctness_reward_func/std': 0.8457870841026306, 'rewards/format_reward_func/mean': 0.49375, 'rewards/format_reward_func/std': 0.025, 'reward': 1.1912499904632567, 'reward_std': 0.6613866031169892, 'frac_reward_zero_std': 0.3, 'kl': 0.0005796126631139487, 'entropy': 0.42557608243077993, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.46}
{'loss': 0.0001, 'grad_norm': 1.1543198823928833, 'learning_rate': 3.944917976555538e-06, 'num_tokens': 438619.0, 'completions/mean_length': 144.45, 'completions/min_length': 65.8, 'completions/max_length': 320.6, 'completions/clipped_ratio': 0.0125, 'completions/mean_terminated_length': 139.62666778564454, 'completions/min_terminated_length': 65.8, 'completions/max_terminated_length': 266.0, 'rewards/correctness_reward_func/mean': 0.3725000023841858, 'rewards/correctness_reward_func/std': 0.7162075519561768, 'rewards/format_reward_func/mean': 0.4625, 'rewards/format_reward_func/std': 0.09946779310703277, 'reward': 0.8350000023841858, 'reward_std': 0.6003516256809235, 'frac_reward_zero_std': 0.1, 'kl': 0.0007261187939548108, 'entropy': 0.5894185906276107, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.48}
{'loss': 0.0001, 'grad_norm': 0.5150141716003418, 'learning_rate': 3.819100610265332e-06, 'num_tokens': 456395.0, 'completions/mean_length': 135.3, 'completions/min_length': 57.0, 'completions/max_length': 236.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 135.3, 'completions/min_terminated_length': 57.0, 'completions/max_terminated_length': 236.2, 'rewards/correctness_reward_func/mean': 0.5962500095367431, 'rewards/correctness_reward_func/std': 0.7777242541313172, 'rewards/format_reward_func/mean': 0.48125, 'rewards/format_reward_func/std': 0.075, 'reward': 1.077500009536743, 'reward_std': 0.6672689124941826, 'frac_reward_zero_std': 0.2, 'kl': 0.0008003700935660163, 'entropy': 0.5397867491468787, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.5}
{'loss': 0.0001, 'grad_norm': 0.6173271536827087, 'learning_rate': 3.6884699889002905e-06, 'num_tokens': 475458.0, 'completions/mean_length': 135.9875, 'completions/min_length': 64.2, 'completions/max_length': 275.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 135.9875, 'completions/min_terminated_length': 64.2, 'completions/max_terminated_length': 275.0, 'rewards/correctness_reward_func/mean': 0.56875, 'rewards/correctness_reward_func/std': 0.8392873764038086, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.10915650427341461, 'reward': 1.037499976158142, 'reward_std': 0.6638958513736725, 'frac_reward_zero_std': 0.1, 'kl': 0.0007824543006790918, 'entropy': 0.518648673966527, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.52}
{'loss': 0.0001, 'grad_norm': 0.6490938663482666, 'learning_rate': 3.5535027694313233e-06, 'num_tokens': 494065.0, 'completions/mean_length': 139.4875, 'completions/min_length': 62.6, 'completions/max_length': 269.6, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 139.4875, 'completions/min_terminated_length': 62.6, 'completions/max_terminated_length': 269.6, 'rewards/correctness_reward_func/mean': 0.34750000238418577, 'rewards/correctness_reward_func/std': 0.6751143217086792, 'rewards/format_reward_func/mean': 0.45625, 'rewards/format_reward_func/std': 0.12446779310703278, 'reward': 0.8037500023841858, 'reward_std': 0.5609664916992188, 'frac_reward_zero_std': 0.2, 'kl': 0.0008259123924290179, 'entropy': 0.5895604394376278, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.54}
{'loss': 0.0001, 'grad_norm': 0.5953778028488159, 'learning_rate': 3.4146914326055315e-06, 'num_tokens': 511954.0, 'completions/mean_length': 130.5125, 'completions/min_length': 66.8, 'completions/max_length': 241.8, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 130.5125, 'completions/min_terminated_length': 66.8, 'completions/max_terminated_length': 241.8, 'rewards/correctness_reward_func/mean': 0.4450000047683716, 'rewards/correctness_reward_func/std': 0.6776570200920105, 'rewards/format_reward_func/mean': 0.46875, 'rewards/format_reward_func/std': 0.09031128883361816, 'reward': 0.9137500047683715, 'reward_std': 0.6402712941169739, 'frac_reward_zero_std': 0.3, 'kl': 0.0008061411508606398, 'entropy': 0.5775485910475254, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'epoch': 0.56}
